,prices,address,beds,links,type,baths,sq_feet,Listing Agent Name,Listing Agent Contact,Listing Agent Company,Description,Key Word
10,"$725,000","25307 County Road 53, Kersey, CO 80644",3,https://www.zillow.com/homedetails/25307-County-Road-53-Kersey-CO-80644/82290107_zpid/, House,3,"2,250",Shavonn Janes,970-581-8838,The Janes Group,"Country Living at Its Finest!  Bring your horses, goats, chickens, and all your toys to this spacious urban farm! Includes a 24x45 heated Shop with an insulated garage door, 10x10 shed & a detached 2 car garage, all located on 4.05 acres! This Beauty is Light and Bright & Well maintained! Featuring: 3 Bedrooms, 3 bathrooms, Flex Room, formal Dining Room, 2 fireplaces, open concept kitchen, granite countertops, eat in island, Stainless Steel Appliances, Master Suite with large walk-in closet and 2 living rooms one with updated French doors leading to living space continued outside! The backyard provides a serene setting with comprehensive landscaping, a Fully Fenced property, mature landscaping, and covered patio & plenty of Room to Garden and Roam! With Stunning sunsets and no HOA, Your quiet slice of country life awaits!",stainless
11,"$400,000","11760 Pennsylvania St, Northglenn, CO 80233",2,https://www.zillow.com/homedetails/11760-Pennsylvania-St-Northglenn-CO-80233/12962610_zpid/, House,2,"1,824",Shawn Maier,303-669-8523,Keller Williams 1st Realty,"Excellent location.  This brick ranch single family home with covered porch, private side and back yards, is less than one mile from E.B. Rains junior memorial park, Don Anema skatepark, Webster Lake, Northglenn recreation center, shopping, & restaurants. Inside offers 2 Main floor bedrooms, and 1 full bathroom(updated2019).  Modern kitchen with granite countertops and stainless steel appliances. The basement hosts a laundry room(washer, dryer included!), rec room with wet bar, and area that could be converted into a 3rd non conforming bedroom or living room. NO HOA!",stainless
12,"$479,000","1975 N Grant St UNIT 504, Denver, CO 80203",2,https://www.zillow.com/homedetails/1975-N-Grant-St-UNIT-504-Denver-CO-80203/82270786_zpid/, Condo,2,970,Merima Huseljic,720-212-7197,RE/MAX ALLIANCE,"Fabulous condo in the heart of Uptown. This unit offers 2 bed/2bath 5th-floor, and it comes with 2 DEEDED GARAGE PARKING SPACES . Situated in an amazing location with walking distance to everything Downtown Denver has to offer. This unit is move-in ready with brand new hardwood flooring, tall ceilings, granite counter tops, new paint, new carpet, beautiful white kitchen cabinets, all stainless-steel appliances with gas stove. Spacious living area with access to balcony perfect for your morning cup of coffee or evening dinner. Master suite has large window with plenty of natural lights. Master bathroom offers large shower with 2 sinks vanity. 2nd bedroom and full bath is located on the opposite side from the master bedroom perfect setup for an office or even a roommate situation. In-unit laundry with washer/dryer included. Walk from this prime location to Dining, Entertainment, Culture, Transportation, Museum, Library, Shopping, Benedict Fountain Park 16th Street Mall and much more.  The features and amenities are magnificent! Gorgeous Entry, Fitness Center, Business Center, 2(YES, TWO) Garage Parking Spots, Storage Space, In-Unit Laundry! Come see this one before it's gone.",stainless
13,"$625,000","7307 S Birch St, Centennial, CO 80122",4,https://www.zillow.com/homedetails/7307-S-Birch-St-Centennial-CO-80122/13137148_zpid/, Coming soon,3,"2,788",Jacob Stark,303-594-0634,"eXp Realty, LLC","*Open House: Saturday, Jan. 29, 11a-2p and. Sunday, Jan. 30 11a-2p*      Attention outdoors enthusiasts!  Check out this beautifully updated home in the sought-after Nob Hill neighborhood.  Plenty of space inside and out for toys, fun, and relaxation.  This tri-level home includes ample room inside so you can rest up and rejuvenate for your next adventure.  You'll find 4 bedrooms and 2.5 bathrooms along with updated kitchen, stainless steel appliances, vaulted ceiling, fixtures, flooring, paint, and more!  Generous parking includes 2-car garage, 3-car driveway, and additional RV parking that currently fits a 28-foot camping trailer with room to spare.  Beam with pride with fresh landscaping everywhere and brand new front-porch deck.  Keep the fun going in your enormous backyard, which includes a custom fire-pit and spacious seating area decked out with privacy fencing and sunshade sails for entertaining throughout the day and night.  Make the new sand pit your own for a children's playground, a horse-shoe pit, or whatever your activities require.  Plenty of room to add a garden as well.  Spare your garage space and store your weekend warrior toys, tools, workbench, and anything else in the 3 sheds tucked securely next to the house.  You'll be within easy walking distance of newly opened Ford Elementary, Medema Park, Tony's Meat Market, and Lifetime Fitness and just a few minutes drive to the Streets of SouthGlenn shopping and restaurants.  Too many more updates and features to list... hurry and come see this gem for yourself.",stainless
14,"$249,000","3050 W 107th Pl UNIT F, Westminster, CO 80031",1,https://www.zillow.com/homedetails/3050-W-107th-Pl-UNIT-F-Westminster-CO-80031/12966305_zpid/, Condo,1,544,Dominic East,970-412-7743,RE/MAX Alliance-FTC South,"Don't miss this main level condo offering fresh updates and new stainless appliances!  Features include living room with a bay window and wood burning fireplace, open kitchen, large bedroom with spacious closet, fully remodeled bathroom and stackable washer/dryer in the unit.  This unit is fresh, clean and ready for new Owners. Covered patio off of bedroom with storage closet overlooking the common area and right near the pool. Newer AC, furnace and hot water heater.",stainless
15,"$390,000","701 Drake St, Denver, CO 80221",3,https://www.zillow.com/homedetails/701-Drake-St-Denver-CO-80221/13000055_zpid/, Coming soon,1,960,Bret Weinstein,303-981-1237,"BSW Real Estate, LLC","Do not miss your chance at seeing this charming, remodeled ranch! As you enter, you're greeted with beautiful tile floors, large windows that flood the home with natural light, and an open concept floor plan. The kitchen features stainless steel appliances, plenty of storage space, room for a kitchen island and dining area, and sliding glass doors that overlook your backyard. Who doesn’t love a main-floor master bedroom that overlooks your private backyard? The 2 additional bedrooms on the main level are perfect additional bedrooms, an office, workout area, or so many other different options! The full  bathroom has been updated and includes washer/dryer hookups hook ups for convenience. Walk through the sliding glass doors to your back deck that’s great for sitting, relaxing, or drinking your favorite beverage while the sun goes down. Plus, the large, fenced-in backyard has plenty of room for your furry friends (or any friends really) to run around while you entertain your guests and BBQ all summer long. The backyard additionally features a storage shed that’s convenient for housing your outdoor equipment, lawn toys, etc. You don’t have to stress about parking with the long, spacious driveway and plenty of street parking. The location is great: you are within walking distance to Sherrelwood Park, dining, shopping, and you have easy access to Downtown Denver, I-25, I-36, and so much more! Please view the photos, schedule a showing, and come and look at your new home! Virtual tour: http://tours.visutour.com/701-drake-st/",stainless
16,"$1,150,000","4619 Mohawk Dr, Larkspur, CO 80118",7,https://www.zillow.com/homedetails/4619-Mohawk-Dr-Larkspur-CO-80118/67449993_zpid/, Coming soon,6,"5,825",Mike Burns Team,720-922-2000,RE/MAX Professionals,"Pristine Perry Park home, located on just under an acre. The main floor greets with you a open foyer, newly refinished Brazilian cherry hardwood flooring that flows through the dining room, into the gourmet kitchen that features granite counters, cherry cabinets, all stainless appliances, breakfast bar and pantry. The kitchen opens into a spacious great room with high volume ceilings, and a gas fireplace, perfect for those cozy winter nights. Work from home in the comfortable study. Relax in the master suite with coffee bar, gas fireplace, dual walk-in closets, a private 5-pc bath with jet tub and a sun deck to enjoy the serene mountain surroundings. The main floors is completed with a ½ bath and laundry room with washer & dryer. The upper level provides space for family and friends with 3 bedrooms, a full bath, Jack & Jill bath and a small loft. The finished walk-out basement includes a large family room with gas fireplace, wet bar and patio. Enjoy the wine cellar, dry sauna, 3 bedrooms (1 non-conforming currently being used as an exercise room), a Jack & Jill bath, ½ bath, finished storage room with built-in shelving and large unfinished storage room. This home boasts a beautiful backyard with covered patio that includes sun shades and 2 heaters, huge shed with electric & water, and an attached oversized 3-car garage. This expansive mountain home has it all!",stainless
17,"$424,900","17 Alder Dr, Paonia, CO 81428",3,https://www.zillow.com/homedetails/17-Alder-Dr-Paonia-CO-81428/103871794_zpid/, House,3,"1,528",Tammy Geisler,970-201-5691,RE/MAX Mountain West/Paonia,"Just like new!  You've got to come see this renovated home in Paonia.  Once inside the front door, head up to the open living room/kitchen space complete with fireplace, new carpet, and fresh paint. Sliding glass doors let in tons of light from the back yard patio.  And how about that BRAND NEW KITCHEN with new stainless-steel appliances, new flooring, new countertops? Wow! Head up a 1/2 flight of stairs and off the central hallway you'll find three bedrooms with generous closets and renovated bathrooms.  At the lower level, there's a tidy 2-car garage and combined powder/laundry room.  The landscaped yard has mature trees, and the back yard is fenced for your playful pets.  Come see what the seller has done to improve this property, you won't be disappointed!",stainless
18,"$904,900","8491 S Newcombe St, Littleton, CO 80127",4,https://www.zillow.com/homedetails/8491-S-Newcombe-St-Littleton-CO-80127/13844347_zpid/, House,4,"3,176",Robert Jones,720-438-7560,OfferPad Brokerage,"This quiet home backs to open space/golf with unmatched mountain views and unobstructed sunsets.  Located in the gated community of Meadow Ranch.  This home has been meticulously remodeled and has plenty to offer.  The home flows beautifully on the main level which includes a formal living room, dining room, wonderfully sized family room with a gas log fireplace, a powder room, laundry, and a bright and open kitchen which boasts new quartz countertops, stainless steel appliances, and tons of cabinet space. Enjoy all that Colorado has to offer from the new wrap-around deck featuring mountain and open space views. Head upstairs and you will be welcomed into the large primary bedroom with en-suite, 5-piece remodeled bathroom with walk-in closet, duel vanities with quartz countertops, and mountain views from the soaker tub.  Due to the current supply chain delays, the glass shower surround will be installed before the close of escrow. Two additional bedrooms, full bathroom and loft are also on the second level.  Head down to the finished garden level basement which has a relaxing family room, two additional bedrooms and a full bathroom. Highly rated schools, easy access to 470, Chatfield and Red Rocks Amphitheater.  Schedule your appointment today!",stainless
19,"$475,000","318 Southgate Rd, Florissant, CO 80816",3,https://www.zillow.com/homedetails/318-Southgate-Rd-Florissant-CO-80816/62712708_zpid/, House,2,"1,654",John Magoon CNE,719-748-1099,High Country Realty,"Handsome, hillside home on a large, well landscaped lot, with a perfect blend of stately pines, leafy aspens, big rock formations and mountain views.   One level living with attached garage and a large open deck. Unique circular ceiling in the dine in kitchen ""tower"", warm and homey with wood cabintry, stainless steel appliances and lots of storage and counter space. Spacious living/ dining great room with river rock fireplace. Large master bedroom adjoins its own custom bathroom. Another full bath down the hallway serves the other two good sized bedrooms with ceiling fans and good light. A very private setting, yet close to paved roads and all the areas recreational opportunities.",stainless
20,"$1,099,000","275 S Harrison St UNIT 602, Denver, CO 80209",2,https://www.zillow.com/homedetails/275-S-Harrison-St-UNIT-602-Denver-CO-80209/61471585_zpid/, Coming soon,2,"1,615",Juergen Waldvogel,720-252-0665,Coldwell Banker Global Luxury Denver,"Updated and sophisticated Cherry Creek Penthouse in the Greenhouse Residences building. A 1,615sqf spacious open floor plan with stunning unobstructed views to the city and mountains and endless natural sunlight throughout the Penthouse.  An expansive island with seating, stainless steel appliances and cabinets built by Schroll Cabinetry.  Two large separate private balconies off the living room and the Master suite offers mountain and city views.  The master suite provides a stunning high ceiling closet with custom shelves built by California Closets. Master bathroom is equipped with two separate showers, a tub and dual vanity sinks.  The second bedroom offers private custom closet with endless views to the mountains.  The second bathroom comes fully equipped with a shower just off the second bedroom.  In-unit laundry with stack able washer and dryer. Two premier parking spaces just off the elevator in the underground heated garage. Well managed, secure building, an artfully decorated atrium lobby along with a private courtyard, party kitchen, fitness center, conference room and sitting area. Art and design by award winning Denver artist Susan Wick. Located just moments from Cherry Creek Shopping district, parks, bike paths, awesome dinning and shopping. This is a rare opportunity to own a top floor unobstructed view of the mountains in the most desirable neighborhood of Cherry Creek. Location! Location! Location!",stainless
21,"$494,900","1559 Brimble Dr, Erie, CO 80516",3,https://www.zillow.com/homedetails/1559-Brimble-Dr-Erie-CO-80516/59998893_zpid/, House,2,"1,504",Twin Peaks Homes Group,970-222-9381,Keller Williams Real Estate,"Come and see this beautiful updated home in a desirable neighborhood in Erie. The updated eat-in kitchen hosts granite countertops, stainless steel appliances and open floor plan to the vaulted living area.  All kitchen appliances are included. Finished basement with bathroom. Oversized wonderful yard with a great deck for entertaining! Washer/Dryer also included. Roof 2018, Kitchen appliances 2018, Basement Carpet 2019. Interior painted 2020. Showings start on Friday. Any offers due Monday by 3:00 pm.",stainless
22,"$1,500,000","1551 Larimer St APT 1901, Denver, CO 80202",3,https://www.zillow.com/homedetails/1551-Larimer-St-APT-1901-Denver-CO-80202/13317851_zpid/, Condo,3,"2,432",Mark Trenka,303-629-1000,Century 21 Trenka Real Estate,"End unit with Panoramic Western, Southern, and Eastern Views. Spacious as soon as you walk through the front door into the modern living space. Balconies wrap around all 3 sides. Wood floors throughout main living space which opens to kitchen and dining areas. Well appointed kitchen with stainless steel appliances offset by hardwood custom cabinets; tile backsplash and quartz counters round out this space that can cleverly doubles as a great location for entertaining and regular meals. Try the remote at the kitchen counter to view the custom LED, indirect lighting feature. Everything is remodeled including the 3 bathrooms which feature custom tile and modern fixtures. Come home to condo convenience by parking the cars downstairs and riding the elevator to the 19th floor without shoveling snow or mowing the lawn. Well established building with full amenities package includes rooftop pool, tennis court, clubhouse, spa, sauna, steam, 24/7 front desk.",stainless
23,"$849,000","6091 S Spotswood St, Littleton, CO 80120",3,https://www.zillow.com/homedetails/6091-S-Spotswood-St-Littleton-CO-80120/13155788_zpid/, House,2,"1,308",Jamie Keener,720-383-8230,RE/MAX PROFESSIONALS,"There are 2 homes on the property! Main house 1308 sq. ft. and 720 in the carriage house for a total of 2028 sq. ft. Welcome to a fantastic opportunity to live in a historic neighborhood near Old Town Littleton with potential short-term and long-term rental income. This charming bungalow is situated on a large corner lot and boasts a gorgeous, fully furnished carriage house that is turn-key and ready to rent, or to house a guest. Live in one home and rent the other!    The main home is updated, yet maintains its original charm. The custom eat-in kitchen with beautiful, custom cherry cabinetry has a gas cooktop, quartz countertops and stainless-steel appliances. Highlights include beautiful hardwood floors, fresh paint throughout, remodeled main bedroom and custom bathroom, tongue and groove wood ceilings in main and 2nd bedroom. Lower level has a 3rd bedroom with new carpet and half bath. The main home, 2-car detached garage and shed all have a new roof and gutters. Enjoy the shady courtyard featuring a custom tiki bar, tool/storage shed, water feature, and an irrigation system that helps maintain the well-kept yard. Walking distance to historic downtown Littleton, Arapahoe Community College, shopping, restaurants, Sterne Park and .5 mile from the light rail. Close to Hudson Gardens and South Platte River Trail for hiking, biking, and kayaking.    The 2nd home, a gorgeous Carriage House, is fully furnished and turn-key-ready for an operational rental. This 720 sq. ft., 1 bedroom, 1 bath carriage house has character, charm and touches of Littleton history. Perfect for owner-occupant to have a tenant pay part of your mortgage and live in a great home in an amazing location and neighborhood. With in-floor radiant heating, all new windows, roomy kitchen with custom cabinetry and farmhouse sink, custom bath, mini-split AC/Heat units, and 2 private patios, the beautiful, fully furnished carriage house is ready to go as a great rental opportunity. SEE AERIAL VIDEO",stainless
24,"$675,000","4491 E 137th Pl, Thornton, CO 80602",3,https://www.zillow.com/homedetails/4491-E-137th-Pl-Thornton-CO-80602/68569531_zpid/, House,3,"3,545",Joe Current,303-589-0033,"RE/MAX Traditions, Inc","Expansive ranch in Homestead Hills Sub. Impeccable condition...must see! 10 ft. ceilings. Completely refinished hardwood floors. New carpet and interior paint. Kitchen features granite countertops, stainless steel appliances and gas range. Plantation shutters throughout. Huge 28 x 15 master bedroom including 5 pc luxury bath. 3-sided gas fireplace. Finished basement with full bath, study/office and storage area. Covered colored concrete patio with gas line. Oversized 3 car garage. Roof is about 3 years new. Newer hot water heater. 2 blocks from Homestead Hills Park which features incredible views.",stainless
25,"$1,600,000","1800 Medicine Springs Dr #5208, Steamboat Springs, CO 80487",4,https://www.zillow.com/homedetails/1800-Medicine-Springs-Dr-5208-Steamboat-Springs-CO-80487/91006832_zpid/, Condo,4,"1,790",Michelle Garner,970-819-7017,eXp Realty,"Welcome to your new, fully furnished mountain getaway located a block from Gondola Square.  Enjoy an unapologetic escape to the luxury of Emerald Lodge at Trappeur’s Crossing Resort.  Host your family and friends in this peaceful four bedroom, four bath unit located on the second floor near the end of the hallway.  As you make your way inside, your party can deposit their ski gear in the two lockers located just outside of the elevator.  Upon entering, you will be greeted by the bells and whistles of modern mountain style entwined with some comfortable touches from an Italian villa.  On your left, you will notice a dining room table overseen by a bar and kitchen with granite slab countertops and stainless-steel appliances.  Allow yourself to unwind as you venture into the adjoining living room and take a stroll onto the deck while imagining the daily rituals of morning coffee, afternoon grilling with your gas grill, and après cocktails.  Relax in the privacy of the master and guest bedrooms on opposite ends of the unit that include en suite bathrooms as well as king and queen beds.  When morning comes, roll over with a restful yawn beneath the warmth of your bedding to enjoy the softly falling snow or early morning sunshine nudging you to start your day or simply encouraging you stay in bed a few more minutes.  The other two guest bedrooms include two twin beds and one queen bed just outside of their own bathrooms.  Unexpected guests?  No problem.  Welcome them to stay the evening on your sleeper sofa.  The spirit of this space lends itself to fostering a community of family and friends with its open floor kitchen, dining room, and living room tied together by a gas fireplace.  Also note the added conveniences of a washer and dryer in the unit as well as an indoor parking garage.  Dream big, and imagine the experiences awaiting you in Steamboat.",stainless
